POR_CP,DISTANCIA,RITMO,FREC_CARDIACA,CADENCIA,TSC,FP,LSS,OSC_VERTICAL,L_ZANCADA,RFP,RLSS,ROV,RE,AIRE,PENDIENTE,ALTITUD,DESNIVEL,RSS,DURACION
70.642,750,551,116,155,355,66,12.2,5580,0.699,42.857,148.78,8.205,0.962,1,0.3,15,5,4,415
75.688,750,529,128,162,342,67,12.2,5600,0.699,40.606,148.78,8.115,0.938,1,-0.1,14,2,5,397
82.568,800,478,136,165,327,68,11.6,5650,0.759,37.777,141.463,7.533,0.951,1,0,15,4,7,383
83.486,800,478,139,165,329,68,11.7,5600,0.759,37.362,142.682,7.466,0.941,1,0.3,15,5,7,383
84.862,800,474,141,166,321,69,11.8,5670,0.76,37.297,143.902,7.46,0.933,0,0.1,17,6,7,380
85.779,800,468,144,166,323,69,11.7,5640,0.773,36.898,142.682,7.23,0.937,2,-0.4,15,4,8,374
86.697,800,477,150,166,324,69,11.8,5650,0.756,36.507,143.902,7.533,0.908,1,0.9,16,9,8,382
86.697,800,460,150,166,318,69,11.5,5750,0.785,36.507,140.243,7.278,0.943,0,-0.4,17,5,8,368
85.779,800,468,151,165,322,69,11.5,5700,0.775,36.898,140.243,7.307,0.935,0,0,14,5,7,375
84.862,800,479,152,164,326,69,11.7,5730,0.762,37.297,142.682,7.441,0.923,0,0.3,15,7,7,384
83.944,800,470,152,164,327,69,11.4,5720,0.778,37.704,139.024,7.428,0.953,1,-0.2,13,4,7,376
78.899,1000,506,132,163,335,68,12,5600,0.727,39.534,146.341,7.777,0.942,1,0,15,4,8,506
82.568,800,489,152,164,330,68,11.7,5640,0.746,37.777,142.682,7.52,0.929,0,0.1,12,4,7,392
79.357,750,501,149,164,333,68,11.8,5580,0.731,39.306,143.902,7.643,0.947,0,-0.3,11,2,6,375
74.77,750,513,145,162,338,67,12.4,5590,0.725,41.104,151.219,7.985,0.985,1,-0.1,12,3,5,383
79.816,1000,495,136,165,331,67,11.9,5470,0.734,38.505,145.121,7.493,0.952,0,0.2,11,5,7,495
83.486,1000,477,138,165,328,68,11.6,5600,0.762,37.362,141.463,7.368,0.944,1,0.1,15,6,9,477
84.862,1000,477,141,165,323,69,11.8,5670,0.762,37.297,143.902,7.363,0.929,1,0,17,7,9,477
86.238,1000,472,146,166,323,68,11.7,5590,0.765,36.17,142.682,7.259,0.924,1,0.1,15,8,10,472
86.238,1000,472,151,166,323,69,11.7,5720,0.765,36.702,142.682,7.526,0.924,0,0.4,18,10,10,472
86.238,1000,461,150,166,319,69,11.5,5730,0.784,36.702,140.243,7.346,0.946,0,-0.3,14,5,9,461
72.935,1500,541,122,158,349,66,12.2,5590,0.7,41.509,148.78,7.985,0.951,1,0.1,15,7,9,813
83.027,1500,478,137,165,327,68,11.6,5630,0.76,37.569,141.463,7.407,0.947,1,0.1,15,9,13,717
84.862,1500,475,142,165,323,69,11.8,5630,0.766,37.297,143.902,7.311,0.933,1,0.2,16,11,14,712
86.238,1500,473,149,166,322,69,11.7,5690,0.764,36.702,142.682,7.389,0.922,1,0.3,17,14,15,709
85.779,1500,469,151,165,322,69,11.6,5720,0.775,36.898,141.463,7.333,0.935,0,0.1,14,NULL,14,703
83.944,1500,471,152,164,327,69,11.4,5720,0.777,37.704,139.024,7.333,0.952,0,-0.4,13,5,13,706
79.816,1500,507,150,163,333,68,12,5620,0.726,39.08,146.341,7.698,0.093,0,0.1,12,6,12,760
75.229,2000,525,125,160,343,67,12.1,5610,0.712,40.853,147.56,7.901,0.095,1,0.1,15,10,14,1052
83.944,2000,477,140,165,325,68,11.7,5640,0.762,37.158,142.682,7.421,0.939,1,0,16,13,18,954
86.238,2000,472,148,166,323,69,11.7,5660,0.766,36.702,142.682,7.35,0.925,1,0.3,16,18,19,943
85.321,2000,468,151,165,322,69,11.6,5720,0.778,37.096,141.463,7.333,0.944,0,-0.1,14,12,18,934
84.403,1000,474,152,165,326,69,11.6,5720,0.767,37.5,141.463,7.428,0.094,0,0.1,15,7,9,474
82.568,2000,486,151,164,330,68,11.6,5650,0.754,37.777,141.463,7.533,0.939,1,-0.2,12,8,17,970
77.981,3000,510,129,161,339,67,11.9,5610,0.732,39.411,145.121,7.684,0.947,1,0.1,15,16,22,1527
85.779,3000,473,146,166,323,69,11.7,5660,0.763,36.898,142.682,7.447,0.926,1,0.2,16,25,29,1420
84.862,3000,470,152,165,324,69,11.5,5720,0.772,37.297,140.243,7.428,0.941,0,-0.2,14,15,27,1412
79.357,4000,501,132,162,335,68,11.9,5620,0.738,39.306,145.121,7.594,0.944,1,0.1,15,23,32,2007
85.779,4000,470,150,165,323,69,11.6,5690,0.772,36.898,141.463,7.389,0.931,1,0.1,15,30,38,1882
80.733,5000,496,135,163,333,68,11.9,5620,0.733,38.636,145.121,7.594,0.928,1,0.1,15,31,41,2508
84.403,5000,476,151,165,325,69,11.6,5690,0.763,37.5,141.463,7.486,0.935,0,0,14,30,45,2381
84.862,7500,474,148,165,325,69,11.6,5670,0.767,37.297,141.463,7.363,0.935,1,0.1,15,50,69,3554
84.862,7500,473,146,165,324,69,11.6,5680,0.768,37.297,141.463,7.376,0.936,1,0,15,50,69,3548
82.568,7380,488,140,164,329,68,11.8,5650,0.75,37.777,143.902,7.533,0.934,1,0.1,15,51,64,3598
83.486,1000,475,152,164,328,69,11.4,5710,0.77,37.912,139.024,7.415,0.948,1,-0.3,12,4,9,475
83.486,7500,480,149,165,326,69,11.7,5670,0.757,37.912,142.682,7.46,0.938,1,0,14,46,66,3599
79.357,1000,500,139,165,332,67,11.9,5440,0.727,38.728,145.121,7.452,0.947,0,0,12,5,7,500
77.981,750,514,124,164,333,67,12.3,5530,0.712,39.411,150,7.788,0.939,1,0.2,18,5,6,385
78.899,750,507,127,165,330,67,12.2,5510,0.715,38.953,148.78,7.76,0.938,0,0.1,18,5,6,381
72.935,1000,551,118,159,345,67,12.5,5750,0.684,42.138,152.439,8.333,0.935,1,0.2,18,7,6,551
75.688,750,535,126,163,338,67,12.5,5510,0.688,40.606,152.439,7.985,0.929,0,0.2,17,3,5,401
71.559,750,565,120,161,344,67,12.7,5560,0.659,42.948,154.878,8.424,0.929,0,-0.3,16,1,4,424
70.642,750,551,120,161,345,67,12.8,5500,0.675,43.506,156.097,8.208,0.964,0,-0.3,16,2,4,414
75.229,1000,526,121,163,337,67,12.5,5530,0.699,40.853,152.439,8.014,0.095,1,0.1,18,5,7,526
77.522,1000,515,124,164,333,67,12.3,5510,0.71,39.644,150,7.76,0.942,1,0,18,6,7,515
77.981,1000,509,126,165,331,67,12.2,5510,0.714,39.411,148.78,7.652,0.947,0,0,18,5,7,509
79.816,1000,501,143,165,331,67,12,5450,0.725,38.505,146.341,7.465,0.094,0,0.2,13,6,7,501
73.394,1000,558,123,162,342,67,12.7,5530,0.663,41.875,154.878,8.253,0.918,0,0,17,4,6,558
70.642,1000,552,121,161,345,67,12.8,5530,0.676,43.506,156.097,8.378,0.966,0,-0.2,16,2,6,551
72.935,750,548,117,158,347,67,12.4,5750,0.692,42.138,151.219,8.214,0.941,1,0.3,19,6,5,411
73.853,750,539,120,162,340,67,12.6,5580,0.687,41.614,153.658,8.086,0.945,1,0,17,3,5,404
73.394,1500,544,118,160,343,67,12.5,5670,0.691,41.875,152.439,8.217,0.944,1,0.2,18,9,9,814
77.064,1500,517,124,164,334,67,12.3,5520,0.709,39.88,150,7.774,0.945,1,0,18,9,11,774
77.064,1500,521,126,164,334,67,12.4,5510,0.703,39.88,151.219,7.871,0.938,0,0.1,18,8,11,780
76.605,750,519,123,163,335,67,12.3,5510,0.707,40.119,150,7.76,0.944,1,-0.3,18,4,5,390
71.1,1500,558,120,161,344,67,12.8,5530,0.666,43.225,156.097,8.253,0.945,0,-0.3,16,3,9,839
73.853,2000,538,120,161,341,67,12.5,5640,0.693,41.614,152.439,8.173,0.948,1,0.1,18,12,13,1074
77.981,2000,512,125,164,332,67,12.3,5510,0.715,39.411,150,7.76,0.943,1,-0.1,18,10,15,1022
72.018,2000,555,122,161,343,67,12.7,5530,0.672,42.675,154.878,8.253,0.941,0,-0.1,16,7,12,1109
75.229,3000,530,121,162,339,67,12.4,5600,0.698,40.853,151.219,8,0.943,1,0.1,18,18,20,1590
73.853,3000,540,123,162,339,67,12.6,5520,0.685,41.614,153.658,8,0.943,0,-0.1,17,11,20,1620
74.77,6000,535,122,162,339,67,12.5,5560,0.692,41.104,152.439,8.057,0.094,0,0,17,29,40,3210
75.229,1000,527,145,162,341,67,12.2,5510,0.702,40.853,148.78,7.871,0.948,0,-0.1,14,4,6,527
73.853,750,534,119,160,347,67,12.2,5600,0.701,41.614,148.78,8,0.952,1,0,17,1,5,401
77.981,1000,515,123,162,338,67,12,5560,0.719,39.411,146.341,7.722,0.936,0,0.3,17,7,7,515
73.394,1000,534,115,158,344,67,12.2,5660,0.711,41.875,148.78,7.971,0.959,0,0.2,18,5,6,534
78.899,1000,503,127,161,338,68,11.8,5720,0.74,39.534,143.902,7.835,0.947,0,0.2,19,5,7,503
79.816,1000,506,129,162,337,68,11.7,5720,0.731,39.08,142.682,7.729,0.931,1,0,18,5,8,506
78.44,1000,505,130,161,338,68,11.8,5790,0.735,39.766,143.902,7.931,0.945,1,0.1,20,5,8,507
77.981,1000,515,130,161,339,68,11.9,5720,0.723,40,145.121,7.944,0.936,1,0,20,5,7,515
74.311,750,532,127,161,344,67,12.1,5620,0.698,41.358,147.56,7.915,0.949,1,-0.2,18,2,5,400
75.229,630,536,121,159,341,66,12,5590,0.705,40.243,146.341,8.101,0.934,0,0.8,9,7,4,337
73.853,750,547,126,161,346,67,12.2,5580,0.683,41.614,148.78,8.205,0.933,1,-0.3,19,3,5,409
75.688,1000,524,121,161,344,67,12.1,5600,0.711,40.606,147.56,8,0.948,1,0,17,4,7,524
78.44,1000,502,125,163,336,68,11.9,5600,0.733,39.766,145.121,7.671,0.955,0,0.2,18,6,7,502
79.357,1000,507,128,161,338,68,11.7,5740,0.735,39.306,142.682,7.863,0.934,1,0.1,19,5,8,507
78.899,1000,504,130,161,337,68,11.8,5750,0.739,39.534,143.902,7.876,0.945,0,0.1,19,4,8,504
78.44,1000,511,129,161,338,68,11.9,5740,0.729,39.766,145.121,7.863,0.938,1,0,20,5,7,511
76.146,1000,525,129,161,343,67,12,5650,0.709,40.361,146.341,7.957,0.094,1,0,19,5,7,525
73.394,1500,532,116,159,345,67,12.2,5620,0.71,41.875,148.78,7.915,0.964,0,0.1,17,6,9,797
78.44,1500,507,124,162,337,68,11.9,5620,0.732,39.766,145.121,7.698,0.948,0,0.1,18,8,11,758
79.357,1500,509,128,161,338,68,11.8,5710,0.733,39.306,143.902,7.821,0.933,1,0.2,19,9,12,762
78.44,1500,505,129,161,338,68,11.8,5770,0.737,39.766,143.902,7.797,0.948,1,-0.1,20,6,11,758
75.688,1500,536,128,161,343,67,12.1,5660,0.694,40.606,147.56,8.202,0.926,1,0.1,19,8,10,805
74.311,1500,540,127,161,345,67,12.2,5600,0.688,41.358,148.78,8.115,0.935,1,-0.3,19,5,10,812
73.853,1000,549,126,161,346,67,12.3,5600,0.68,41.614,150,8.235,0.929,1,-0.1,19,4,7,548
74.311,2000,529,118,160,344,67,12.1,5630,0.71,41.358,147.56,7.929,0.959,0,0.1,18,9,13,1055
78.899,2000,504,126,162,337,68,11.8,5670,0.733,39.534,143.902,7.767,0.944,1,0.1,18,11,15,1010
78.44,2000,507,130,161,338,68,11.8,5750,0.736,39.766,143.902,7.77,0.947,1,0,19,9,15,1012
72.935,750,530,114,158,344,67,12.2,5640,0.713,42.138,148.78,7.943,0.969,0,0.3,18,5,5,399
75.229,2000,537,127,161,344,67,12.1,5620,0.692,40.853,147.56,7.915,0.929,1,-0.1,19,9,14,1076
75.688,3000,520,120,161,341,67,12.1,5620,0.716,40.606,147.56,7.915,0.955,0,0.1,18,15,20,1561
78.899,3000,508,129,161,338,68,11.8,5740,0.734,39.534,143.902,7.863,0.939,1,0,19,15,23,1522
76.146,3000,528,128,161,342,68,12,5660,0.706,40.963,146.341,7.971,0.936,1,0,19,14,21,1583
76.605,4000,517,122,161,341,67,12,5650,0.72,40.119,146.341,7.847,0.949,1,0.1,18,20,28,2069
76.605,4000,522,128,161,341,68,12,5680,0.713,40.718,146.341,8,0.939,1,0,19,18,29,2090
78.44,5000,509,128,162,338,68,11.9,5700,0.727,39.766,145.121,7.808,0.942,1,0.1,19,27,38,2545
77.064,6970,515,125,161,340,68,11.9,5680,0.722,40.476,145.121,7.888,0.946,1,0.1,18,34,50,3595
77.064,6950,518,127,161,340,68,12,5670,0.72,40.476,146.341,7.767,0.943,1,0,19,33,50,3597
75.229,370,524,129,162,338,68,12.1,5610,0.699,41.463,147.56,8.373,0.943,0,0,9,1,2,196
76.605,1000,521,127,160,344,68,11.8,5840,0.719,40.718,143.902,8.225,0.942,0,0.1,19,4,7,521
77.981,1000,516,130,161,338,68,11.9,5730,0.72,40,145.121,7.958,0.932,0,0,19,5,7,517
72.018,1000,554,117,157,351,67,12.2,5650,0.689,42.675,148.78,8.308,0.942,0,0.3,14,6,6,554
74.311,750,537,128,161,342,67,12.2,5560,0.693,41.358,148.78,7.942,0.942,0,-0.1,19,3,5,403
73.853,750,537,129,160,345,67,12.1,5640,0.701,41.614,147.56,8.173,0.952,0,-0.1,20,3,5,401
73.853,1000,541,123,160,349,67,12,5610,0.693,41.614,146.341,8.13,0.941,0,0.2,17,5,7,541
76.146,1000,524,126,160,344,67,11.9,5660,0.715,40.361,145.121,7.971,0.942,0,0.2,18,6,7,524
79.816,760,500,136,165,332,67,12,5450,0.731,38.505,146.341,7.465,0.947,0,0.6,11,5,5,378
77.522,1000,519,129,160,341,68,11.8,5860,0.722,40.236,143.902,8.138,0.934,0,0,19,4,7,519
76.605,1000,530,130,161,341,67,12.1,5620,0.703,40.119,147.56,7.915,0.926,0,0.1,19,5,7,530
73.853,1000,540,129,160,345,67,12.2,5620,0.695,41.614,148.78,8.144,0.944,0,0,20,5,6,539
72.018,750,555,115,157,352,66,12.2,5650,0.685,42.038,148.78,8.308,0.937,0,0.3,14,5,5,418
72.935,750,550,122,160,350,67,12.1,5590,0.682,42.138,147.56,8.22,0.938,0,0.3,15,4,5,412
72.477,1500,553,119,158,351,67,12.2,5620,0.684,42.405,148.78,8.144,0.935,0,0.3,15,9,9,832
75.688,1500,527,125,160,345,67,11.9,5660,0.71,40.606,145.121,7.971,0.941,0,0.1,18,8,10,792
77.522,1500,522,130,161,340,68,11.9,5790,0.715,40.236,145.121,8.154,0.931,0,0.2,19,8,11,781
74.311,1500,537,129,161,344,67,12.1,5600,0.696,41.358,147.56,8,0.945,0,-0.1,20,6,10,803
75.688,1000,534,124,160,346,67,11.9,5620,0.7,40.606,145.121,8.028,0.928,0,0.3,17,7,7,535
72.935,2000,547,120,159,350,67,12.1,5630,0.69,42.138,147.56,8.159,0.943,0,0.2,16,12,13,1093
76.605,2000,522,127,160,342,68,11.8,5760,0.717,40.718,143.902,8,0.938,0,0.1,18,10,14,1046
75.229,2000,535,129,161,343,67,12.1,5620,0.696,40.853,147.56,8.028,0.934,0,0.1,19,10,14,1070
73.853,3000,539,122,159,348,67,12,5640,0.698,41.614,146.341,8.057,0.943,0,0.2,16,18,20,1620
75.688,3000,530,129,161,342,68,12,5700,0.704,41.212,146.341,8.142,0.938,0,0,19,14,21,1588
76.605,3000,524,127,160,343,68,11.9,5730,0.714,40.718,145.121,8.07,0.935,0,0.2,18,16,21,1574
74.77,6000,535,125,160,345,67,12,5670,0.701,41.104,146.341,8.1,0.941,0,0.1,18,31,40,3207
79.816,760,498,138,165,332,67,12,5450,0.731,38.505,146.341,7.465,0.947,0,0.1,12,5,5,378
74.77,750,544,126,160,344,67,12.3,5670,0.687,41.104,150,8.338,0.922,1,0.4,20,5,5,409
74.77,750,537,129,159,347,68,12,5810,0.704,41.717,146.341,8.3,0.938,0,0.3,22,5,5,402
72.018,1000,559,114,158,353,67,12.3,5780,0.679,42.675,150,8.5,0.934,1,0.1,20,6,6,559
73.853,750,552,130,158,350,68,12.1,5740,0.686,42.236,147.56,8.318,0.092,0,0.2,21,5,5,415
72.477,750,550,129,158,350,67,12,5760,0.691,42.405,146.341,8.47,0.944,0,-0.4,21,2,5,412
72.018,750,565,131,159,352,67,12.3,5670,0.667,42.675,150,8.462,0.923,0,0,21,4,5,424
72.935,1000,552,121,159,349,67,12.3,5670,0.683,42.138,150,8.338,0.934,1,0.1,20,6,6,552
74.77,1000,542,125,161,344,67,12.3,5640,0.687,41.104,150,8.294,0.928,1,0.1,20,5,7,542
74.77,1000,536,129,159,348,68,11.9,5810,0.704,41.717,145.121,8.183,0.938,0,0,21,6,7,536
73.394,1000,552,129,159,349,67,12.1,5730,0.683,41.875,147.56,8.426,0.928,0,0.1,21,6,7,552
72.018,1000,566,130,158,353,67,12.3,5700,0.67,42.675,150,8.507,0.922,0,0,21,5,6,566
71.559,750,557,112,157,355,67,12.3,5770,0.684,42.948,150,8.485,0.094,1,0.2,20,5,5,419
72.935,750,555,120,159,350,67,12.4,5700,0.678,42.138,151.219,8.382,0.927,1,0,19,3,5,417
72.018,1500,557,116,158,352,67,12.3,5740,0.684,42.675,150,8.441,0.941,1,0.1,20,8,9,832
74.311,1500,545,124,160,345,67,12.3,5660,0.69,41.358,150,8.202,0.931,1,0.1,20,9,10,815
74.311,1500,545,129,159,349,68,12.1,5770,0.693,41.975,147.56,8.362,0.093,0,0.3,22,10,10,816
73.853,750,544,122,160,345,67,12.3,5650,0.687,41.614,150,8.188,0.933,1,-0.2,20,5,5,409
72.477,1500,558,130,159,351,67,12.2,5710,0.677,42.405,148.78,8.397,0.931,0,-0.2,21,6,9,836
72.477,2000,555,118,158,351,67,12.3,5730,0.683,42.405,150,8.426,0.934,1,0.1,20,12,12,1111
74.77,2000,539,127,160,346,68,12.1,5730,0.695,41.717,147.56,8.185,0.932,1,0,21,11,13,1079
72.477,2000,559,130,159,351,67,12.2,5710,0.675,42.405,148.78,8.397,0.929,0,0,21,11,13,1117
73.394,3000,551,120,159,349,67,12.3,5700,0.684,41.875,150,8.382,0.929,1,0.1,20,18,19,1654
73.394,3000,551,129,159,350,67,12.1,5740,0.684,41.875,147.56,8.441,0.929,0,0,21,16,19,1654
73.394,6000,551,125,159,349,67,12.2,5720,0.684,41.875,148.78,8.411,0.929,1,0.1,21,34,38,3307
125.688,300,376,155,169,285,73,11.5,6450,0.942,26.642,140.243,6.789,0.794,0,3500,31,10,8,113
78.899,500,497,127,161,319,67,11.4,5580,0.748,38.953,139.024,7.643,0.957,0,0,16,3,4,249
77.064,1000,536,125,158,340,68,12,5790,0.708,40.476,146.341,8.391,0.091,0,0.6,30,18,7,536
72.935,500,563,129,161,343,67,12.7,5660,0.665,42.138,154.878,8.323,0.092,0,0.3,16,3,3,280
73.394,1000,551,115,159,346,68,12.3,5740,0.684,42.5,150,8.441,0.093,0,0,17,5,6,551
127.522,300,373,152,170,274,73,11.3,6130,0.945,26.258,137.804,6.736,0.079,0,3700,31,11,8,112
71.559,500,548,109,157,349,67,12.1,5750,0.694,42.948,147.56,8.214,0.955,0,-0.8,17,0,3,275
129.357,300,356,155,172,248,72,11.4,6020,0.968,25.531,139.024,6.336,0.807,0,3100,30,9,9,108
128.44,300,352,162,172,267,73,11.4,6120,0.978,26.071,139.024,6.244,0.821,0,3200,29,10,8,107
75.229,500,551,121,160,343,68,12.5,5730,0.676,41.463,152.439,8.552,0.902,1,0.7,17,4,4,277
75.229,500,502,139,163,324,67,11.6,5560,0.73,40.853,141.463,7.616,0.992,1,-2100,16,0,3,252
122.018,400,322,149,172,250,81,12.2,7000,1081,30.451,148.78,6.73,0.955,2,-0.4,17,0,9,129
80.275,500,542,152,163,335,68,12.6,5640,0.679,38.857,153.658,8.676,0.864,0,1300,14,8,4,271
122.935,400,328,148,171,256,80,11.5,6830,1063,29.85,140.243,6.266,0.927,0,0.3,18,2,10,132
121.559,400,314,147,172,245,78,11.6,6900,1098,29.433,141.463,6.388,0.974,2,-0.4,19,0,9,127
123.394,400,323,147,173,248,78,11.5,6580,1058,28.996,140.243,6.326,0.093,0,0.2,17,2,10,131
124.77,400,310,152,175,238,79,11.8,7010,1105,29.044,143.902,6.431,0.972,1,-0.7,16,0,9,124
129.357,400,303,157,175,227,78,11.8,6720,1124,27.659,143.902,6.109,0.953,0,0.3,15,2,11,122
75.688,1000,530,129,161,333,67,12.1,5630,0.705,40.606,147.56,8.042,0.941,0,0.1,16,6,7,528
83.944,1000,487,143,147,148,54,5.8,3180,0.838,29.508,70.731,3.831,0.092,0,0.8,32,27,17,487
66.972,1000,535,135,138,79,44,3.3,1840,0.812,30.136,40.243,2.329,1.049,0,-2100,31,14,13,535
74.311,1000,514,148,142,108,48,4.3,2330,0.822,29.629,52.439,2.876,0.984,0,-0.6,31,23,15,514
71.1,1000,538,139,156,268,61,9.8,4570,0.714,39.354,119.512,6.436,0.983,0,-1700,16,4,6,538
79.357,150,551,155,162,339,68,12.8,5650,0.669,39.306,156.097,9.112,0.856,0,2700,18,4,1,83
76.146,500,587,123,155,348,66,12.6,5650,0.656,39.759,153.658,8.968,0.837,0,3400,33,17,4,295
77.981,500,482,127,162,330,70,11.4,5950,0.765,41.176,139.024,7.727,0.996,0,-2900,27,1,3,242
122.935,300,382,157,170,284,74,11.7,6280,0.928,27.611,142.682,6.977,0.805,0,3900,30,12,7,114
75.229,1000,529,129,161,343,67,12.1,5660,0.704,40.853,147.56,8.085,0.945,0,0,5,4,6,529
79.816,2000,500,140,163,336,68,11.7,5600,0.734,39.08,142.682,7.671,0.094,0,0.2,8,12,14,1002
71.1,1000,561,119,156,350,66,12,5690,0.685,42.58,146.341,8.621,0.943,0,0.2,6,6,5,561
75.229,1000,542,142,160,347,67,12,5610,0.691,40.853,146.341,8.13,0.922,1,0.1,7,6,6,542
70.642,1000,574,141,158,355,67,12.1,5620,0.66,43.506,147.56,8.515,0.926,0,-0.2,6,3,5,575
147.247,100,247,139,177,194,64,10.4,4950,1303,19.937,126.829,5.21,0.982,2,0.9,7,1,3,26
143.119,100,254,146,175,253,72,11.9,5830,1318,23.076,145.121,5.772,1.01,2,0.6,8,1,3,26
143.119,110,246,147,175,183,68,9.3,4740,1450,21.794,113.414,4.787,1.111,2,-0.3,6,0,3,26
150.917,100,230,139,181,191,66,8.3,6300,1381,20.06,101.219,6.176,1.038,3,-0.2,6,0,3,24
146.788,100,236,147,180,203,61,8.2,3880,1388,19.062,100,4.731,1.067,3,0,6,0,2,24
75.229,1000,529,129,161,343,67,12.1,5660,0.704,40.853,147.56,8.085,0.945,0,0,5,4,6,529
79.816,1000,501,138,163,336,68,11.8,5640,0.734,39.08,143.902,7.726,0.094,0,0.3,7,7,7,501
79.816,1000,500,143,163,337,67,11.7,5570,0.736,38.505,142.682,7.63,0.942,0,0.1,9,6,7,500
75.229,1000,542,142,160,347,67,12,5610,0.691,40.853,146.341,8.13,0.922,1,0.1,7,6,6,542
70.642,1000,575,141,158,355,67,12.1,5620,0.66,43.506,147.56,8.515,0.926,0,-0.2,6,3,5,575
69.724,1000,530,149,131,72,43,3,1680,0.864,28.289,36.585,1.976,1.017,1,0,7,4,14,530
80.275,150,436,144,138,83,41,3,1430,1003,23.428,36.585,1.958,1.081,1,-0.9,6,0,2,65
71.1,1000,559,119,156,350,66,12,5690,0.685,42.58,146.341,8.621,0.943,0,0.2,6,6,5,561
116.972,600,338,168,170,266,78,11.4,6780,1043,30.588,139.024,6.582,0.095,1,0.1,29,3,12,203
117.431,600,331,162,168,263,78,10.9,6880,1071,30.468,132.926,6.552,0.096,1,0.1,28,3,12,200
76.146,1000,519,138,158,341,68,11.5,5820,0.731,40.963,140.243,8.197,0.951,0,0,26,4,7,519
112.844,600,351,165,167,270,77,10.7,6720,1021,31.3,130.487,6.72,0.947,0,0.2,28,3,11,211
112.385,600,351,161,167,274,77,10.6,6640,1021,31.428,129.268,6.64,0.951,1,0,29,3,11,211
79.816,750,491,162,160,331,68,11.3,5840,0.762,39.08,137.804,7.891,0.957,0,-0.3,27,2,6,369
75.229,750,541,168,159,346,68,12.2,5820,0.697,41.463,148.78,8.434,0.923,0,0.4,28,5,5,406
94.036,1000,425,156,164,311,72,11.6,6210,0.86,35.121,141.463,7.305,0.941,0,0.4,29,7,14,425
82.568,1000,463,153,143,144,56,5.8,3680,0.906,31.111,70.731,4.229,0.983,1,0,29,5,15,463
74.311,1000,515,156,138,123,52,4.7,3100,0.844,32.098,57.317,3.734,0.982,0,-0.3,27,3,13,515
72.018,1000,533,153,136,118,49,4.4,2760,0.827,31.21,53.658,3.45,0.979,0,0.1,28,5,12,533
73.394,1000,527,160,153,288,62,9.7,4990,0.744,38.75,118.292,6.93,0.972,0,-0.1,27,2,7,527
74.77,600,541,168,159,346,68,12.2,5820,0.696,41.717,148.78,8.434,0.928,0,0.5,29,5,4,325
75.229,750,522,135,157,341,67,11.6,5830,0.729,40.853,141.463,8.328,0.954,0,-0.1,26,3,5,393
79.357,750,508,149,160,340,68,11.6,5810,0.736,39.306,141.463,7.851,0.093,0,0.6,28,6,6,382
75.229,750,533,124,157,340,68,11.6,5830,0.714,41.463,141.463,8.573,0.935,1,-0.1,209,4,5,401
79.816,750,561,137,160,344,68,12.6,5790,0.668,39.08,153.658,8.772,0.839,1,2300,217,17,7,421
77.064,1000,546,127,157,341,68,11.9,5840,0.699,40.476,145.121,8.716,0.893,1,0.7,210,12,8,546
84.862,6000,472,143,166,323,69,11.7,5640,0.765,37.297,142.682,7.324,0.938,1,0.1,235,36,54,2833
79.816,750,464,141,164,325,69,11.2,5690,0.79,39.655,136.585,7.202,1.018,0,-2500,217,0,5,347
74.77,750,540,142,160,344,68,12.3,5730,0.694,41.717,150,8.304,0.931,0,0,206,4,5,405
81.651,1000,540,140,161,340,68,12.4,5780,0.69,38.202,151.219,8.5,0.853,1,2400,226,23,9,540
84.862,1000,467,142,166,322,68,11.7,5610,0.773,36.756,142.682,7.285,0.949,1,0.1,238,7,9,467
84.403,1000,471,142,166,321,68,11.7,5590,0.767,36.956,142.682,7.259,0.946,1,-0.1,237,5,9,471
84.403,1000,474,143,165,324,69,11.6,5700,0.767,37.5,141.463,7.402,0.094,1,0,236,4,9,474
84.862,1000,467,143,166,323,68,11.6,5560,0.773,36.756,141.463,7.22,0.949,1,0,235,3,9,467
83.944,1000,472,145,166,323,68,11.6,5550,0.765,37.158,141.463,7.302,0.949,1,0,235,4,9,472
82.568,1000,454,143,165,321,69,11.3,5740,0.8,38.333,137.804,7.175,1.003,0,-1900,225,0,8,454
76.146,1000,516,142,161,338,68,12,5720,0.722,40.963,146.341,8.056,0.957,0,-0.9,207,4,7,516
70.642,750,581,132,159,353,67,12.3,5610,0.649,43.506,150,8.5,0.915,0,0,15,4,4,436
71.559,1000,571,117,156,356,66,12,5670,0.673,42.307,146.341,8.59,0.092,0,0.2,14,5,6,571
72.935,1000,556,125,160,349,67,12.2,5630,0.674,42.138,148.78,8.402,0.927,0,0,13,4,6,556
73.853,1000,542,128,162,343,66,12.3,5480,0.683,40.993,150,8.058,0.939,0,0.1,14,5,6,542
75.229,1000,537,132,162,342,67,12.2,5530,0.689,40.853,148.78,8.014,0.931,0,0,14,4,7,537
71.559,1000,573,133,159,351,67,12.3,5590,0.658,42.948,150,8.343,0.917,0,0,15,5,6,573
70.642,750,583,115,155,360,66,12,5660,0.661,42.857,146.341,8.707,0.909,0,0.3,14,5,4,439
75.229,750,535,125,161,344,67,12.1,5670,0.697,40.853,147.56,8.217,0.935,0,0.1,13,2,5,401
70.642,750,570,125,159,353,67,12.4,5600,0.661,43.506,151.219,8.484,0.933,0,-0.1,13,3,4,428
