POR_CP,DISTANCIA,RITMO,FREC_CARDIACA,CADENCIA,TSC,FP,LSS,OSC_VERTICAL,L_ZANCADA,RFP,RLSS,ROV,RE,AIRE,PENDIENTE,ALTITUD,DESNIVEL,RSS,DURACION
80.275,1500,476,142,163,325,70,11.5,5890,0.772,40,140.243,7.649,0.983,0,-1900,35,5,10,715
77.981,410,458,141,163,324,70,11.2,5940,0.807,41.176,136.585,7.518,1.057,0,-2900,53,1,2,187
83.944,1500,513,151,162,332,69,12.2,5840,0.721,37.704,148.78,8.111,0.872,0,1400,32,26,13,770
85.321,1500,465,154,165,317,69,11.6,5750,0.781,37.096,141.463,7.371,0.947,0,-0.4,50,22,12,698
82.568,2000,493,138,162,328,70,11.9,5910,0.751,38.888,145.121,7.88,0.924,0,0.1,45,24,16,986
81.192,2000,496,146,163,330,69,11.8,5830,0.742,38.983,143.902,7.878,0.934,0,-0.2,29,14,15,991
86.238,2000,482,155,165,321,79,11.9,5770,0.756,42.021,145.121,7.592,0.907,0,0.7,47,39,18,961
82.11,3000,491,140,162,327,69,11.8,5870,0.754,38.547,143.902,7.826,0.932,0,-0.2,40,28,23,1473
84.403,3000,489,152,164,325,69,11.9,5790,0.748,37.5,145.121,7.72,0.911,0,0.6,41,48,25,1467
83.486,6000,490,146,163,326,69,11.8,5830,0.75,37.912,143.902,7.773,0.918,0,0.2,40,77,48,2942
75.229,930,530,146,161,342,67,12.1,5580,0.703,40.853,147.56,7.971,0.943,0,0,13,4,6,493
75.229,640,533,148,161,342,67,12.3,5560,0.701,40.853,150,8.057,0.941,0,0.3,15,4,4,340
75.229,1000,533,134,158,341,67,11.8,5700,0.712,40.853,143.902,8.26,0.938,0,0.4,13,7,6,533
79.816,630,503,150,164,332,68,12,5590,0.729,39.08,146.341,7.763,0.939,1,-0.1,15,3,4,316
79.816,930,505,152,165,330,67,12.2,5510,0.718,38.505,148.78,7.871,0.093,1,0.2,15,5,6,471
79.816,1120,502,154,165,328,67,12.1,5500,0.725,38.505,147.56,7.638,0.094,1,-0.1,15,6,8,561
79.816,640,487,156,166,328,67,12,5420,0.746,38.505,146.341,7.324,0.972,1,-0.5,15,2,4,310
75.229,1000,527,143,162,341,66,12.1,5450,0.702,40.243,147.56,7.785,0.948,0,0,13,3,6,527
75.229,1000,536,147,161,343,67,12.2,5600,0.695,40.853,148.78,8.115,0.932,0,0.2,13,5,6,536
78.44,1000,515,150,163,336,67,12.1,5550,0.714,39.181,147.56,7.816,0.931,0,0.2,16,6,7,515
79.816,1000,507,152,165,331,67,12.2,5520,0.717,38.505,148.78,7.885,0.929,1,0.4,16,7,7,507
79.816,1000,498,153,166,327,68,12,5490,0.725,39.08,146.341,7.52,0.946,1,-0.4,15,4,7,498
79.816,640,489,156,166,328,67,12,5420,0.734,38.505,146.341,7.324,0.957,1,-0.5,15,3,4,315
75.229,640,538,131,157,341,67,11.7,5680,0.715,40.853,142.682,8.231,0.935,0,0.7,13,6,4,342
75.229,1130,528,141,162,342,67,12.1,5520,0.699,40.853,147.56,7.885,0.944,0,0.2,13,5,7,598
74.77,620,549,139,160,345,67,12.3,5580,0.677,41.104,150,8.205,0.909,1,0.7,12,5,4,343
79.816,1120,503,144,164,333,67,11.9,5540,0.727,38.505,145.121,7.589,0.937,0,0.2,13,6,8,563
76.146,1000,520,132,158,341,68,11.7,5830,0.73,40.963,142.682,8.211,0.949,0,-0.2,9,3,6,520
75.229,940,531,142,161,344,67,12,5550,0.702,40.853,146.341,7.816,0.941,0,0,14,5,6,499
79.816,940,506,147,164,332,67,12.1,5520,0.719,38.505,147.56,7.666,0.926,1,0,14,6,7,478
75.229,1100,535,148,163,339,66,12.4,5400,0.685,40.243,151.219,7.941,0.093,1,0,14,4,7,591
79.357,630,500,153,165,330,67,12,5500,0.729,38.728,146.341,7.638,0.095,0,-0.3,15,2,4,314
79.816,900,506,155,163,332,68,11.9,5720,0.726,39.08,145.121,7.835,0.093,0,0,10,3,6,456
77.064,1000,524,141,162,338,67,12.1,5590,0.706,39.88,147.56,7.873,0.931,0,0.3,12,6,6,524
78.44,1000,511,143,163,337,67,11.9,5500,0.72,39.181,145.121,7.638,0.938,1,0,13,5,7,511
77.064,1000,525,144,162,341,67,12,5560,0.705,39.88,146.341,7.83,0.929,1,0.3,15,7,6,525
76.605,1000,528,146,163,339,67,12.3,5460,0.697,40.119,150,7.8,0.929,1,-0.2,14,7,6,528
77.522,1000,520,151,165,333,67,12.4,5410,0.699,39.644,151.219,7.84,0.933,0,0.3,14,3,7,520
79.816,1000,498,154,164,329,68,11.9,5640,0.734,39.08,145.121,7.621,0.946,0,-0.6,11,2,7,498
80.733,180,530,155,160,339,69,12,5930,0.695,39.204,146.341,8.236,0.864,0,1000,11,2,1,97
76.605,930,515,132,158,340,68,11.7,5840,0.737,40.718,142.682,8.225,0.953,0,-0.3,9,2,6,479
140.825,210,339,151,171,250,74,10.8,6650,1052,24.104,131.707,6.785,0.801,1,2400,36,6,8,70
77.981,1000,519,121,159,335,69,12,5880,0.727,40.588,146.341,8.281,0.929,0,0,22,9,8,519
135.321,200,362,149,168,249,72,10.8,6180,0.965,24.406,131.707,6.645,0.751,1,2600,36,6,8,74
132.11,200,362,151,169,267,71,10.7,5970,0.959,24.652,130.487,6.351,0.769,2,2700,36,6,7,74
132.568,200,356,153,171,280,73,11.2,6170,0.974,25.259,136.585,6.634,0.788,1,2500,37,5,7,72
139.908,200,334,156,171,245,74,10.5,6680,1031,24.262,128.048,6.68,0.079,1,2400,37,5,7,68
75.229,500,492,139,161,313,68,11.3,5820,0.757,41.463,137.804,7.657,1.016,0,-2800,25,0,3,246
77.064,500,580,150,159,343,69,13,5900,0.65,41.071,158.536,9.365,0.841,0,1700,24,9,4,290
81.651,1000,504,140,141,100,50,4.5,2640,0.844,28.089,54.878,3.259,0.914,1,0,36,22,23,504
72.018,1000,563,142,137,92,46,3.7,2130,0.777,29.299,45.121,2.766,0.927,0,-0.4,38,21,20,563
65.137,1000,582,140,134,77,44,2.9,1770,0.769,30.985,35.365,2.328,0.992,0,-1400,38,15,17,582
75.688,1000,537,144,160,325,68,12,5790,0.698,41.212,146.341,8.391,0.925,0,-0.5,24,8,7,537
75.229,500,482,111,158,327,69,11.3,5890,0.784,42.073,137.804,7.853,1.033,0,-2100,22,0,3,242
80.275,500,554,130,160,342,69,12.5,5880,0.676,39.428,152.439,8.647,0.845,0,1800,22,9,4,277
154.587,200,315,159,176,250,79,12.5,6730,1065,23.442,152.439,6.598,0.076,1,4400,34,9,8,64
143.577,200,330,149,170,242,74,11.1,6570,1053,23.642,135.365,6.57,0.782,1,2200,36,5,8,67
79.816,370,531,141,162,338,67,12.5,5600,0.699,38.505,152.439,8,0.889,1,1400,17,5,3,196
75.229,360,502,140,162,339,67,11.7,5600,0.736,40.853,142.682,7.887,0.994,0,-1100,17,0,2,181
76.146,1000,494,124,160,336,67,11.9,5570,0.759,40.361,145.121,7.736,0.999,1,0.2,14,6,6,494
79.816,630,496,144,165,332,67,12,5460,0.731,38.505,146.341,7.479,0.948,0,-0.2,15,3,4,313
75.229,930,532,144,161,344,67,12,5620,0.698,40.853,146.341,8.028,0.937,0,0.1,14,5,6,496
79.816,730,492,150,165,330,67,12,5510,0.741,38.505,146.341,7.547,0.096,0,0,16,3,5,358
74.77,750,537,121,161,344,67,12.2,5590,0.691,41.104,148.78,8.101,0.933,0,0,15,2,5,404
76.146,750,519,124,162,341,67,11.9,5590,0.714,40.361,145.121,7.985,0.952,0,0,16,2,5,389
73.853,1000,540,117,158,348,67,12.1,5680,0.703,41.614,147.56,8.114,0.943,1,0.2,15,5,6,540
77.981,750,513,129,162,338,67,11.9,5610,0.721,39.411,145.121,7.791,0.939,0,0.2,17,5,6,385
78.899,750,510,130,162,339,68,11.8,5660,0.725,39.534,143.902,8.085,0.933,1,0.2,18,6,6,383
79.816,750,495,133,164,332,68,11.8,5540,0.737,39.08,143.902,7.486,0.095,1,-0.4,18,2,6,372
72.477,750,562,130,160,351,66,12.3,5560,0.668,41.772,150,8.424,0.924,0,0.2,17,6,5,421
71.559,750,562,129,161,350,66,12.5,5430,0.662,42.307,152.439,8.227,0.934,0,-0.1,15,2,4,422
156.422,100,215,123,185,151,56,9.1,4440,1474,16.422,110.975,5.103,1.093,1,1200,18,1,2,22
153.669,110,209,140,181,123,62,10,4460,1585,18.507,121.951,4.247,1.17,2,0.5,18,1,2,23
146.788,100,219,143,188,115,59,8,3950,1387,18.437,97.56,4.876,1.114,1,-0.1,17,0,2,23
160.091,110,210,133,188,175,58,5.4,5920,1526,16.618,65.853,6.577,1.123,1,0.8,18,1,2,23
150.917,100,219,139,188,191,60,6.8,2930,1519,18.237,82.926,3.447,1.186,1,-0.3,17,0,2,21
75.688,1000,528,123,161,343,67,12.1,5570,0.705,40.606,147.56,8.072,0.941,0,0.1,16,4,7,528
78.44,1000,504,134,166,330,67,12.4,5390,0.717,39.181,151.219,7.591,0.951,1,0.1,12,6,7,504
77.522,1000,514,128,162,339,67,11.9,5610,0.72,39.644,145.121,7.791,0.943,0,0.1,17,5,7,514
78.899,1000,511,131,162,339,68,11.8,5660,0.724,39.534,143.902,7.971,0.932,0,0.2,18,7,8,511
76.146,1000,529,132,162,341,67,12.2,5550,0.7,40.361,148.78,7.928,0.933,1,0.2,17,6,7,529
71.559,1000,559,129,161,349,66,12.3,5440,0.666,42.307,150,8.119,0.094,0,-0.3,16,3,6,559
68.348,1000,533,145,130,77,40,2.2,1520,0.865,26.845,26.829,1.747,1.032,0,0.1,17,6,13,533
78.44,150,432,137,137,95,40,2.3,0.98,1042,23.391,28.048,1.342,1.141,0,-0.9,17,0,2,63
73.853,750,538,115,158,350,67,12.1,5700,0.703,41.614,147.56,8.142,0.943,1,0.3,16,5,5,405
77.981,750,514,138,162,338,68,12,5680,0.723,40,146.341,8,0.942,1,-0.2,15,4,6,384
103.669,800,383,157,166,289,76,11.4,6600,0.938,33.628,139.024,7.096,0.942,0,0.4,15,4,12,308
74.77,1000,535,131,157,343,67,12,5720,0.714,41.104,146.341,8.289,0.094,0,0.4,15,7,7,535
104.587,800,386,155,163,289,77,11.1,6860,0.953,33.771,135.365,7.297,0.931,2,-0.2,15,4,13,309
104.128,800,381,159,163,284,76,10.9,6840,0.965,33.48,132.926,7.276,0.947,0,0.2,15,4,12,305
108.256,800,373,160,164,280,78,11,7120,0.978,33.05,134.146,7.34,0.929,2,-0.2,16,3,14,299
76.605,750,531,147,160,342,66,11.7,5580,0.704,39.52,142.682,8.086,0.922,0,0.6,18,7,5,399
72.935,750,554,148,160,349,67,12.1,5590,0.677,42.138,147.56,8.22,0.932,1,-0.2,18,3,5,415
75.688,1500,525,133,155,341,67,12,5710,0.737,40.606,146.341,8.042,0.947,1,0.1,15,8,10,787
73.394,1500,545,147,160,343,66,11.8,5540,0.686,41.25,143.902,8.147,0.938,1,0.2,18,10,10,819
89.449,1000,445,145,164,315,71,11.7,6060,0.822,36.41,142.682,7.39,0.944,1,-0.3,14,3,11,445
78.899,1000,483,144,143,171,57,6.3,3910,0.868,33.139,76.829,4.654,0.987,1,0.2,17,6,12,483
77.064,1000,523,139,162,340,67,12.3,5540,0.708,39.88,150,7.914,0.933,0,0.4,16,9,6,523
79.357,1000,476,145,143,162,57,6.3,3960,0.881,32.947,76.829,4.604,0.995,1,-0.2,14,2,12,476
80.733,1000,485,150,144,168,57,6.3,4050,0.859,32.386,76.829,4.764,0.096,0,0.4,16,7,12,485
77.981,1000,494,150,143,169,57,6.4,3950,0.849,33.529,78.048,4.759,0.976,1,-0.2,15,3,12,494
75.229,1000,545,149,160,347,67,12.1,5620,0.688,40.853,147.56,8.144,0.917,0,0.4,19,8,7,545
72.935,400,545,147,160,349,67,12,5550,0.688,42.138,146.341,8.161,0.946,1,-0.6,17,1,2,218
73.853,750,537,129,157,344,67,12,5730,0.707,41.614,146.341,8.304,0.943,0,0.4,15,4,5,405
78.44,1000,508,144,164,336,67,12,5500,0.72,39.181,146.341,7.638,0.943,0,0.1,15,5,7,508
75.229,1000,519,144,164,339,66,12.2,5360,0.707,40.243,148.78,7.657,0.967,0,-0.2,11,4,7,517
73.853,750,505,127,158,347,66,12.4,5560,0.747,40.993,151.219,7.942,1.002,1,0.5,13,5,5,381
75.229,1000,504,128,160,342,67,12.2,5590,0.744,40.853,148.78,7.873,0.992,1,0.1,12,6,6,504
78.899,750,505,133,165,331,67,12.2,5480,0.719,38.953,148.78,7.611,0.943,1,-0.2,10,4,6,379
82.568,700,473,137,167,324,67,12,5380,0.759,37.222,146.341,6.987,0.963,1,0.2,12,5,6,331
83.486,700,471,141,167,320,68,12,5590,0.762,37.362,146.341,7.355,0.955,0,0.1,14,6,6,330
84.862,700,470,141,168,317,68,12,5520,0.757,36.756,146.341,7.168,0.094,1,-0.5,11,4,6,330
85.779,700,482,145,169,321,67,12.3,5380,0.737,35.828,150,7.27,0.091,1,1100,11,9,7,337
86.697,700,466,145,167,319,68,12,5590,0.769,35.978,146.341,7.166,0.928,0,0.4,15,6,7,327
86.238,700,468,144,167,315,69,12,5660,0.766,36.702,146.341,7.35,0.093,0,0.1,16,6,7,328
85.779,700,443,143,167,312,70,11.5,5740,0.811,37.433,140.243,7.086,0.099,0,-1100,13,0,6,310
84.862,700,472,146,168,319,68,12,5490,0.753,36.756,146.341,7.32,0.934,0,0.3,13,6,6,332
83.944,700,485,148,166,325,68,12.1,5520,0.746,37.158,147.56,7.36,0.925,0,0.6,14,7,6,339
82.568,700,480,148,166,325,67,11.8,5480,0.75,37.222,143.902,7.21,0.946,0,0,13,3,6,337
80.733,1000,492,135,166,328,67,12.2,5420,0.734,38.068,148.78,7.324,0.946,1,0.1,11,7,8,492
77.981,750,508,145,164,335,67,12,5500,0.72,39.411,146.341,7.638,0.949,0,-0.3,11,2,5,381
74.77,740,514,144,164,339,66,12.1,5320,0.706,40.49,147.56,7.6,0.971,0,-0.4,11,2,5,383
73.853,1500,506,130,161,339,67,12.3,5520,0.736,41.614,150,7.459,1.006,1,0.1,12,10,10,759
76.146,1500,512,144,164,337,66,12.1,5410,0.714,39.759,147.56,7.513,0.964,0,-0.4,11,5,10,768
84.862,7000,471,144,167,320,68,12,5530,0.762,36.756,146.341,7.276,0.094,0,0.1,13,52,63,3298
83.027,1400,472,139,167,322,68,12,5480,0.762,37.569,146.341,7.21,0.096,1,0.2,13,11,12,660
85.321,1400,477,143,168,319,68,12.2,5450,0.75,36.559,148.78,7.266,0.926,1,0.3,11,13,13,666
86.697,1400,467,145,167,317,69,12,5620,0.767,36.507,146.341,7.394,0.927,1,0.2,16,12,14,655
85.321,1400,458,145,168,316,69,11.8,5610,0.777,37.096,143.902,7.192,0.959,1,-0.3,13,6,13,643
83.027,1400,483,148,166,325,68,12,5500,0.748,37.569,146.341,7.333,0.938,1,0.3,14,11,12,676
83.486,1000,474,141,167,321,68,12.1,5510,0.757,37.362,147.56,7.25,0.095,0,0,13,8,9,474
83.486,2100,472,140,167,321,68,12,5490,0.76,37.362,146.341,7.223,0.953,1,-0.1,13,15,18,992
86.238,2100,472,145,167,318,68,12.1,5540,0.761,36.17,147.56,7.289,0.924,1,0.5,14,20,20,991
84.862,2100,467,146,167,319,68,11.9,5580,0.769,36.756,145.121,7.342,0.948,0,0,14,14,19,981
83.944,2800,475,141,168,321,68,12.1,5470,0.753,37.158,147.56,7.293,0.944,1,0.2,12,24,25,1328
85.779,2800,463,145,167,316,69,11.9,5620,0.776,36.898,145.121,7.298,0.947,0,-0.1,14,18,26,1296
84.862,3500,473,142,167,320,68,12.1,5490,0.76,36.756,147.56,7.223,0.937,1,0.2,13,30,32,1654
84.403,3500,470,146,167,320,68,11.9,5570,0.764,36.956,145.121,7.328,0.948,0,0,14,23,31,1644
85.321,1000,478,142,169,318,68,12.2,5440,0.742,36.559,148.78,7.253,0.922,1,0.2,11,9,9,478
86.238,1000,466,145,167,320,68,12,5530,0.77,36.17,146.341,7.181,0.935,0,0.7,15,10,10,466
76.605,1000,526,146,162,341,67,12,5580,0.704,40.119,146.341,7.859,0.933,0,0.1,15,6,6,526
86.238,1000,461,144,167,315,69,11.9,5710,0.779,36.702,145.121,7.32,0.946,0,-0.2,16,6,9,461
84.862,1000,466,145,168,317,68,11.9,5540,0.766,36.756,145.121,7.194,0.951,0,0,12,6,9,466
83.944,1000,473,148,166,322,68,12,5540,0.764,37.158,146.341,7.289,0.947,0,0.2,14,8,9,473
80.275,1000,494,146,165,330,67,11.8,5480,0.736,38.285,143.902,7.405,0.948,0,-0.3,12,4,8,494
73.853,750,548,130,160,346,67,12.3,5600,0.682,41.614,150,8.235,0.927,0,0.5,13,6,5,412
74.77,750,540,133,161,342,67,12.3,5590,0.69,41.104,150,8.22,0.931,1,0.2,16,5,5,405
71.1,1000,564,116,159,345,66,12.5,5480,0.669,42.58,152.439,8.303,0.938,0,0.5,9,7,6,564
74.77,750,544,136,161,343,67,12.4,5550,0.685,41.104,151.219,8.161,0.924,1,0.3,15,5,5,408
73.853,750,540,138,162,342,67,12.4,5480,0.685,41.614,151.219,8.058,0.943,1,0,16,3,5,405
72.935,750,548,140,161,346,66,12.4,5490,0.68,41.509,151.219,8.194,0.941,1,-0.1,18,3,5,411
71.1,1500,564,117,159,347,66,12.5,5500,0.668,42.58,152.439,8.208,0.936,0,0.4,9,10,9,847
73.394,1500,549,127,161,346,67,12.3,5580,0.679,41.875,150,8.205,0.934,0,0.2,12,10,10,823
74.77,1500,542,135,161,343,67,12.3,5570,0.685,41.104,150,8.191,0.924,1,0.3,15,10,10,816
73.394,1500,544,139,162,344,66,12.4,5480,0.679,41.25,151.219,7.942,0.939,1,-0.1,17,6,9,818
71.559,2000,561,119,160,347,66,12.5,5510,0.668,42.307,152.439,8.223,0.936,0,0.3,10,13,12,1122
74.311,2000,544,131,161,344,67,12.3,5580,0.685,41.358,150,8.205,0.931,0,0.2,14,12,13,1087
73.394,2000,546,139,162,344,67,12.4,5500,0.678,41.875,151.219,8.088,0.938,1,0.2,17,10,13,1092
72.018,1000,559,121,160,348,67,12.5,5540,0.67,42.675,152.439,8.268,0.934,0,0.2,11,6,6,559
72.018,3000,557,122,160,347,66,12.4,5540,0.673,42.038,151.219,8.268,0.938,0,0.3,11,20,18,1670
73.853,3000,543,137,162,343,67,12.3,5530,0.681,41.614,150,8.132,0.936,1,0.1,16,16,19,1631
72.935,6000,550,129,161,345,67,12.4,5530,0.677,42.138,151.219,8.132,0.937,1,0.2,13,36,38,3301
73.394,1000,548,129,160,346,67,12.3,5590,0.684,41.875,150,8.22,0.935,0,0.3,12,7,6,548
74.77,1000,540,133,161,342,67,12.3,5580,0.69,41.104,150,8.086,0.931,1,0,15,6,7,540
74.311,1000,540,138,162,342,67,12.3,5520,0.685,41.358,150,8.117,0.937,0,0.3,16,6,7,540
72.935,1000,550,139,161,346,66,12.4,5480,0.677,41.509,151.219,8.179,0.937,1,0,18,4,6,550
79.357,390,476,149,166,326,68,11.9,5540,0.749,39.306,145.121,7.386,0.983,0,-0.9,15,0,3,188
70.642,750,565,114,159,346,66,12.5,5460,0.665,42.857,152.439,8.4,0.939,0,0.5,9,6,4,425
71.559,750,562,120,160,349,66,12.6,5540,0.664,42.307,153.658,8.393,0.931,0,0.3,10,4,4,423
72.935,750,549,124,161,346,67,12.3,5550,0.678,42.138,150,8.161,0.938,0,0,12,4,5,412
178.899,100,241,138,187,209,69,10.3,5140,1283,17.692,125.609,4.895,0.841,2,0.2,36,0,3,25
77.522,1000,506,122,158,333,68,11.9,5900,0.75,40.236,145.121,7.866,0.958,0,0,27,9,7,506
159.633,100,252,145,183,201,65,9.9,5480,1261,18.678,120.731,5.48,0.906,4,2000,39,2,3,26
152.293,100,271,142,177,148,59,9.3,5610,1210,17.771,113.414,6.164,0.882,2,-0.3,36,0,3,28
144.495,110,291,143,172,175,62,8.4,4940,1237,19.682,102.439,5.428,0.923,1,0.4,37,1,3,31
154.128,110,283,142,178,179,65,9.8,5070,1235,19.345,119.512,5.336,0.894,1,0.3,36,1,3,30
153.211,100,288,144,174,169,64,9.6,5450,1149,19.161,117.073,6.055,0.818,1,0.9,37,1,3,30
151.376,100,291,147,174,204,65,9.6,5600,1149,19.696,117.073,6.436,0.828,2,0.9,36,2,3,30
148.623,100,303,144,170,162,60,8.3,4900,1138,18.518,101.219,5.444,0.816,1,2100,38,2,3,31
75.229,810,495,123,158,339,66,12,5570,0.768,40.243,146.341,7.736,1.012,1,0.5,14,6,5,400
77.981,500,478,144,160,323,70,11.5,6200,0.784,41.176,140.243,7.948,1.009,0,-2600,29,0,3,239
75.688,500,599,153,159,344,69,13.4,5930,0.631,41.818,163.414,9.265,0.831,0,2100,29,11,4,299
77.522,1000,505,122,158,333,68,11.9,5900,0.751,40.236,145.121,7.866,0.096,0,0,27,9,7,505
76.605,1000,539,149,159,334,69,12.5,6040,0.7,41.317,152.439,8.628,0.091,0,0,27,11,7,539
74.77,1000,552,141,136,68,43,3.2,1790,0.799,26.38,39.024,2.209,0.911,1,0,38,18,19,552
65.137,1000,637,147,131,67,41,2.6,1510,0.719,28.873,31.707,2.157,0.906,0,-0.2,38,19,17,637
68.348,1000,569,145,146,228,58,8.1,4170,0.722,38.926,98.78,5.873,0.967,0,-1100,32,7,9,569
77.064,300,611,154,158,345,69,13.6,5950,0.622,41.071,165.853,9.444,0.008,0,3000,31,9,3,183
75.229,500,480,116,156,323,69,11.4,5970,0.797,42.073,139.024,7.653,1.037,0,-1800,27,0,3,241
79.816,500,530,129,160,342,68,12.4,5830,0.704,39.08,151.219,7.986,0.885,0,1600,26,9,4,266
164.678,100,300,149,185,239,76,13.1,6190,1081,21.169,159.756,6.877,0.761,2,2000,33,2,3,30
168.807,100,270,139,179,207,65,9.1,5290,1197,17.663,110.975,5.568,0.795,2,2400,37,3,3,28
79.816,930,496,133,167,326,67,12.3,5400,0.721,38.505,150,7.5,0.946,1,0,12,5,6,463
75.229,640,526,135,163,342,66,12.3,5440,0.701,40.243,150,7.771,0.952,0,0.1,14,4,4,336
76.605,750,525,129,160,341,68,12,5760,0.713,40.718,146.341,8.112,0.934,0,0.2,18,5,5,394
77.981,750,508,133,162,337,68,12,5620,0.727,40,146.341,7.698,0.947,0,0.1,19,4,5,382
72.018,1000,565,114,157,348,67,12.2,5720,0.676,42.675,148.78,8.666,0.924,0,0.2,18,6,6,565
78.899,750,504,134,162,335,68,11.8,5680,0.734,39.534,143.902,7.78,0.945,1,-0.2,18,2,6,378
74.77,750,546,134,160,345,68,12.2,5730,0.687,41.717,148.78,8.304,0.922,0,0.1,16,4,5,409
73.853,750,541,134,159,346,68,12.1,5730,0.697,42.236,147.56,8.304,0.094,0,0,15,2,5,406
159.174,100,215,135,189,168,62,9.7,4050,1443,17.867,118.292,4.402,1.074,0,0.8,17,1,2,22
151.376,110,224,140,173,247,63,10.4,4630,1589,19.09,126.829,5.447,1.138,0,-0.1,16,0,3,24
152.752,110,215,139,182,202,60,9.8,4670,1576,18.018,119.512,4.864,1.177,1,0.3,16,1,2,23
145.412,110,226,136,175,130,61,8.2,4930,1571,19.242,100,5.417,1.185,1,0.1,16,0,2,24
162.385,100,211,142,191,155,60,6.8,5260,1495,16.949,82.926,5.655,1.103,1,1000,17,1,2,21
74.311,1000,539,123,160,345,68,12.2,5730,0.695,41.975,148.78,8.185,0.939,0,0,18,5,7,539
76.605,1000,522,129,161,341,68,12,5710,0.713,40.718,146.341,7.93,0.094,0,0.1,18,6,7,522
78.44,1000,508,133,162,337,68,11.9,5640,0.729,39.766,145.121,7.726,0.943,0,0,19,5,7,508
77.064,1000,527,134,161,340,68,12.1,5710,0.707,40.476,147.56,8.042,0.926,0,0,17,5,7,527
73.394,1000,540,134,159,346,68,12.1,5720,0.698,42.5,147.56,8.289,0.949,0,-0.1,16,3,6,540
71.559,750,567,112,157,348,67,12.2,5640,0.672,42.948,148.78,8.676,0.925,0,0.3,18,5,5,426
72.935,750,552,120,159,347,68,12.2,5760,0.681,42.767,148.78,8.47,0.932,0,0.1,17,3,5,415
72.477,1500,560,116,158,348,67,12.2,5700,0.679,42.405,148.78,8.382,0.928,0,0.2,17,8,9,838
76.146,1500,523,127,161,341,68,12,5740,0.713,40.963,146.341,8.084,0.945,0,0,18,8,10,784
78.44,1500,506,133,162,336,68,11.9,5650,0.73,39.766,145.121,7.739,0.946,0,-0.1,18,7,11,760
75.688,750,521,126,161,341,68,12,5720,0.714,41.212,146.341,7.944,0.953,0,-0.1,17,4,5,391
74.311,1500,544,134,160,345,68,12.2,5730,0.688,41.975,148.78,8.304,0.929,0,0,16,7,10,817
72.935,2000,552,118,158,346,67,12.2,5720,0.687,42.138,148.78,8.289,0.933,0,0.1,18,11,13,1105
77.522,2000,515,131,162,339,68,12,5680,0.719,40.236,146.341,7.888,0.942,0,0.1,18,11,14,1030
75.229,2000,533,134,160,343,68,12.1,5720,0.702,41.463,147.56,8.171,0.936,0,-0.1,16,8,14,1068
74.311,3000,542,122,159,344,68,12.1,5720,0.695,41.975,147.56,8.289,0.933,0,0.1,18,17,20,1627
76.146,3000,525,134,161,341,68,12,5690,0.709,40.963,146.341,8.014,0.094,0,0,17,13,21,1575
75.229,6000,533,128,160,343,68,12.1,5710,0.703,41.463,147.56,8.157,0.937,0,0,17,30,41,3200
79.816,750,499,141,165,331,67,11.9,5470,0.723,38.505,145.121,7.493,0.937,0,0,12,3,5,377
75.688,750,528,135,160,339,67,11.9,5690,0.71,40.606,145.121,8.014,0.941,0,0,11,3,5,396
70.642,750,554,134,159,348,67,12.5,5680,0.683,43.506,152.439,8.352,0.964,0,-0.2,10,2,4,414
76.605,1000,523,122,158,340,67,11.8,5750,0.726,40.119,143.902,8.098,0.938,0,0.3,14,6,7,523
77.522,1500,512,125,159,338,68,11.7,5800,0.737,40.236,142.682,7.837,0.948,0,-0.1,14,6,11,767
72.935,1500,542,134,160,343,67,12.2,5670,0.692,42.138,148.78,8.217,0.952,0,-0.2,11,5,9,812
79.816,730,497,143,165,331,67,11.9,5460,0.727,38.505,145.121,7.479,0.942,0,0,14,3,5,365
75.229,1000,533,124,160,340,67,12,5600,0.703,40.853,146.341,8.235,0.938,0,0.5,9,8,6,533
88.99,1000,455,139,164,318,71,11.5,6010,0.804,36.597,140.243,7.607,0.928,0,0.1,12,7,11,455
75.229,390,530,144,162,340,67,12.3,5550,0.694,40.853,150,7.928,0.937,0,0.2,14,2,2,208
75.229,630,520,146,162,341,67,12.1,5470,0.715,40.853,147.56,7.927,0.966,0,-0.4,14,2,4,326
72.477,1000,550,135,160,346,68,12.4,5730,0.681,43.037,151.219,8.304,0.943,0,-0.1,11,3,6,550
75.688,750,531,120,157,341,67,11.8,5700,0.716,40.606,143.902,8.26,0.931,0,0.5,14,5,5,400
79.816,750,492,131,161,334,69,11.6,5900,0.757,39.655,141.463,7.763,0.957,0,-0.7,13,1,6,369
100,1000,403,150,167,296,74,11.6,6290,0.889,33.944,141.463,7.313,0.931,0,0.6,14,8,14,404
100,1000,395,147,166,292,75,11.4,6620,0.915,34.403,139.024,7.195,0.952,0,0,12,4,14,395
100,1000,400,151,166,296,74,11.2,6490,0.901,33.944,136.585,7.131,0.938,0,0.3,12,6,14,401
100,1000,395,154,166,298,74,11.2,6380,0.912,33.944,136.585,7.01,0.949,0,-0.1,13,4,14,396
81.192,1000,497,151,164,331,68,11.8,5600,0.736,38.418,143.902,7.567,0.932,0,0,12,4,8,497
75.688,1000,511,146,163,337,67,12.3,5590,0.721,40.606,150,7.985,0.974,1,0,11,4,7,510
72.018,1000,546,118,157,351,66,12.2,5620,0.699,42.038,148.78,8.264,0.956,1,0.2,15,6,6,546
